sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
6;47;Gummiarbeiterin;221;FEMININE;4;;Helfer;none;none;none;none;none;none;none;none;Bente;n;Zurzeit arbeitet Bente als Gummiarbeiterin.;Actualmente, Bente trabaja como trabajadora de goma.;Actuellement, Bente travaille comme ouvrière en caoutchouc.;Attualmente Bente lavora come operaia nella gomma.;تعمل بنت حاليًا كعاملة مطاط.;В настоящее время Бенте работает резинщиком.;Зараз Бенте працює гумовою робітницею.;בינתיים עובדת בנטה כעובדת במפעל גומי.;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-0 1-2 2-1 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-5 4-6;0-2 1-0 2-1 3-3 4-3 4-4;0-0 0-1 1-4 2-3 3-5 4-5;0-0 1-2 2-1 3-3 4-3 4-4;0-0 1-1 2-2 3-3 4-3 4-5;[3, 4];como trabajadora goma.;comme ouvrière caoutchouc.;come operaia nella gomma.;كعاملة مطاط.;резинщиком.;гумовою робітницею.;כעובדת גומי.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;47;Gummiarbeiterin;221;FEMININE;4;;Helfer;none;none;none;none;none;none;none;none;Emma;FEMININE;Zurzeit arbeitet Emma als Gummiarbeiterin.;Actualmente, Emma trabaja como trabajadora del caucho.;Actuellement, Emma travaille comme ouvrière du caoutchouc.;Attualmente, Emma lavora come operaia nella gomma.;حاليًا تعمل إيما كعاملة في صناعة المطاط.;В настоящее время Эмма работает резинщицей.;Зараз Емма працює робітницею на гумовому виробництві.;כעת אמה עובדת כעובדת במפעל גומי.;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-1 2-2 3-3 4-3 4-5 4-6;0-0 0-1 0-2 1-4 2-3 3-4 4-5;0-0 1-2 2-1 3-4 4-3 4-5 4-6;0-0 1-2 2-1 3-3 4-3 4-5;[3, 4];como trabajadora caucho.;comme ouvrière caoutchouc.;come operaia gomma.;كعاملة صناعة المطاط.;работает резинщицей.;робітницею на гумовому виробництві.;כעובדת גומי.;UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];NEUTER;['NEUTER'];FEMININE;['FEMININE']
5;39;Reifenbauer;221;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Reifenbauer liebt seinen Liebhaber.;El fabricante de neumáticos ama a su amante.;Le fabricant de pneus aime son amant.;Il costruttore di pneumatici ama il suo amante.;صانع الإطارات يحب حبيبه.;Сапожник любит своего любовника.;Виробник шин любить свого коханця.;יצרן הצמיגים אוהב את אהובו.;0-0 1-1 1-3 2-4 3-6 4-5 4-7;0-0 1-1 1-3 2-4 3-5 4-6;0-0 1-1 2-4 3-6 4-5 4-7;0-0 1-0 1-1 2-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-2 3-3 4-4;0-0 1-0 1-1 2-2 3-3 4-4;[0, 1];El fabricante neumáticos;Le fabricant pneus;Il costruttore;صانع الإطارات;Сапожник;Виробник;יצרן הצמיגים;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;39;Reifenbauer;221;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Reifenbauer liebt seine Liebhaberin.;El fabricante de neumáticos ama a su amante.;Le fabricant de pneus aime sa maîtresse.;Il costruttore di pneumatici ama la sua amante.;صانع الإطارات يحب حبيبته.;Изготовитель шин любит свою любовницу.;Шинник любить свою кохану.;יצרן הצמיגים אוהב את אהובתו.;0-0 1-1 1-3 2-4 3-6 4-5 4-7;0-0 1-1 1-3 2-4 3-5 4-1 4-6;0-0 1-1 2-4 3-6 4-5 4-7;0-0 1-0 1-1 2-2 3-3 4-3;0-0 1-0 2-2 3-3 4-4;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-1 2-2 3-3 4-4;[0, 1];El fabricante neumáticos;Le fabricant pneus;Il costruttore;صانع الإطارات;Изготовитель;Шинник;יצרן הצמיגים;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;39;Reifenbauerin;221;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Reifenbauerin liebt ihren Liebhaber.;La fabricante de neumáticos ama a su amante.;La fabricante de pneus aime son amant.;La costruttrice di pneumatici ama il suo amante.;تُحب صانعة الإطارات حبيبها.;Шинница любит своего любовника.;Шиномонтажниця любить свого коханця.;The Reifenbauerin liebt ihren Liebhaber.;0-0 1-0 1-1 1-3 2-4 3-6 4-7;0-0 1-0 1-1 1-3 2-4 3-5 4-6;0-0 1-1 1-3 2-4 3-6 4-5 4-7;0-0 1-1 1-2 1-3 2-0 2-3 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-1 2-2 3-3 4-4;[0, 1];La fabricante neumáticos;La fabricante pneus;La costruttrice pneumatici;تُحب صانعة الإطارات حبيبها.;Шинница;Шиномонтажниця;The Reifenbauerin;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
5;39;Reifenbauerin;221;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Reifenbauerin liebt ihre Liebhaberin.;La fabricante de neumáticos ama a su amante.;La fabricante de pneus aime sa maîtresse.;La costruttrice di pneumatici ama la sua amante.;تحب صانعة الإطارات حبيبتها.;Шиномонтажница любит свою возлюбленную.;Шинниця любить свою коханку.;צורפת הצמיגים אוהבת את אהובתה.;0-0 1-0 1-1 1-3 2-4 3-6 4-5 4-7;0-0 1-1 1-3 1-6 2-4 3-5 4-6;0-0 1-1 1-3 2-4 3-6 4-7;0-0 1-1 1-2 2-0 3-3 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-1 2-2 3-3 4-4;[0, 1];La fabricante neumáticos;La fabricante pneus maîtresse.;La costruttrice pneumatici;تحب صانعة الإطارات;Шиномонтажница;Шинниця;צורפת הצמיגים;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;45;Reifenbauer;221;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Luca;MASCULINE;Luca wurde kürzlich Reifenbauer.;Luca se convirtió recientemente en fabricante de neumáticos.;Luca est récemment devenu fabricant de pneus.;Luca è diventato recentemente gommista.;أصبح لوكا صانع إطارات مؤخرًا.;Лука недавно стал шиномонтажником.;Лука нещодавно став шиномонтажником.;לוקה הפך לאחרונה ליצרן צמיגים.;0-0 1-1 2-2 2-3 3-5 3-7;0-0 1-1 2-2 2-3 3-4 3-6;0-0 1-2 2-1 2-3 3-4;0-1 1-0 2-1 2-4 3-2 3-3 3-4;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 2-3 3-3 3-4;[2, 3];convirtió recientemente fabricante neumáticos.;récemment devenu fabricant pneus.;è recentemente gommista.;لوكا صانع إطارات مؤخرًا.;недавно шиномонтажником.;нещодавно шиномонтажником.;לאחרונה ליצרן צמיגים.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Reifenbauer;221;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis wurde kürzlich Reifenbauer.;Alexis se convirtió recientemente en fabricante de neumáticos.;Alexis est récemment devenu fabricant de pneus.;Alexis è diventato recentemente un costruttore di pneumatici.;أليكسيس أصبح صانع إطارات مؤخرًا.;Алексис недавно стал шинником.;Олексій нещодавно став шинником.;אלכסיס הפך לאחרונה ליצרן צמיגים.;0-0 1-1 2-4 3-5 3-7;0-0 1-1 2-2 2-3 3-4 3-6;0-0 1-2 2-3 2-4 3-5 3-7;0-0 1-1 2-4 3-2 3-3 3-4;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3 3-4;[2, 3];en fabricante neumáticos.;récemment devenu fabricant pneus.;recentemente un costruttore pneumatici.;صانع إطارات مؤخرًا.;недавно шинником.;нещодавно шинником.;לאחרונה ליצרן צמיגים.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Reifenbauerin;221;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis wurde kürzlich Reifenbauerin.;Alexis se convirtió recientemente en fabricante de neumáticos.;Alexis est récemment devenue fabricante de pneus.;Alexis è diventata di recente costruttrice di pneumatici.;ألكسيس أصبحت صانعة إطارات مؤخرًا.;Алексис недавно стала шиномонтажницей.;Алексіс нещодавно стала шиномонтажницею.;אלכסי הפכה לאחרונה לשואלת צמיגים.;0-0 1-1 2-2 2-3 3-4 3-5 3-7;0-0 1-1 2-2 3-3 3-4 3-6;0-0 1-2 2-2 2-4 3-5 3-7;0-0 1-1 2-2 2-4 3-2 3-3 3-4;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 1-3 2-2 3-3 3-4;[2, 3];convirtió recientemente en fabricante neumáticos.;récemment devenue fabricante pneus.;diventata recente costruttrice pneumatici.;صانعة إطارات مؤخرًا.;недавно шиномонтажницей.;нещодавно шиномонтажницею.;לאחרונה לשואלת צמיגים.;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;45;Reifenbauerin;221;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Mia;FEMININE;Mia wurde kürzlich Reifenbauerin.;Mia se convirtió recientemente en fabricante de neumáticos.;Mia est récemment devenue fabricante de pneus.;Mia è diventata recentemente produttrice di pneumatici.;ميا أصبحت صانعة إطارات مؤخرًا.;Мия недавно стала шиномонтажником.;Міа нещодавно стала виробницею шин.;מיה הפכה לאחרונה ליצרנית צמיגים.;0-0 1-2 2-1 2-4 3-5 3-7;0-0 1-1 2-2 3-3 3-4 3-6;0-0 1-2 2-2 2-3 3-4 3-6;0-0 1-1 2-2 2-4 3-2 3-3 3-4;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3 3-4;0-0 1-1 2-2 3-3 3-4;[2, 3];se en fabricante neumáticos.;récemment devenue fabricante pneus.;diventata recentemente produttrice pneumatici.;صانعة إطارات مؤخرًا.;недавно шиномонтажником.;нещодавно виробницею шин.;לאחרונה ליצרנית צמיגים.;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;41;Autolackierer;222;MASCULINE;1;;Fachkraefte;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Der Autolackierer presst seinen Partner an sich.;El pintor de autos abraza a su pareja.;Le carrossier serre son partenaire contre lui.;Il carrozziere stringe il suo partner a sé.;يضغط دهن السيارات شريكه إليه.;Автомаляр прижимает к себе своего партнера.;Автомаляр притискає партнера до себе.;צַבַּע הַמְּכוֹנִית מַחֲבִּק אֶת שֻׁותָּפוֹ.;0-0 1-1 1-3 2-4 3-6 4-7 5-5 6-7;0-0 1-1 2-2 3-3 4-4 5-5 6-6;0-0 1-1 2-2 3-3 3-4 4-5 5-6 6-7;0-1 1-2 2-0 3-3 4-3 6-4;0-0 1-0 2-1 3-4 4-5 5-2 6-3 6-5;0-0 1-0 2-1 3-2 4-2 5-3 6-4;1-0 1-1 1-2 2-1 3-3 6-4;[0, 1];El pintor autos;Le carrossier;Il carrozziere;دهن السيارات;Автомаляр;Автомаляр;צַבַּע הַמְּכוֹנִית מַחֲבִּק;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;41;Autolackierer;222;MASCULINE;1;;Fachkraefte;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Der Autolackierer presst seine Partnerin an sich.;El pintor de coches estrecha a su pareja contra él.;Le carrossier serre sa partenaire contre lui.;Il carrozziere stringe a sé la sua compagna.;يضُمّ دهّان السيارات شريكته إليه.;Автомаляр прижимает свою партнершу к себе.;Автомаляр притискає свою партнерку до себе.;הצבעי מחבק את בת זוגו אליו.;0-0 1-1 1-2 1-3 2-4 3-6 4-7 4-9 5-8 6-9;0-0 1-1 2-2 3-3 4-4 5-5 6-6;0-0 1-1 2-2 3-5 3-6 4-7 5-3 6-4 6-7;0-0 1-2 3-3 4-3 4-4 6-4;0-0 1-0 2-1 3-2 4-3 5-4 6-5;0-0 1-0 2-1 3-2 4-3 5-4 6-5;0-0 1-0 2-1 3-2 4-4 6-5;[0, 1];El pintor de coches;Le carrossier;Il carrozziere;يضُمّ السيارات;Автомаляр;Автомаляр;הצבעי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;41;Autolackiererin;222;FEMININE;1;;Fachkraefte;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Die Autolackiererin presst ihren Partner an sich.;La pintora de coches presiona a su pareja contra sí misma.;La peintre automobile serre son partenaire contre elle.;La carrozziere preme il suo partner contro di sé.;تضغط دهانة السيارات شريكها على صدرها.;Автомаляр прижимает к себе своего партнёра.;Автомалярина притискає свого партнера до себе.;הצובעת מכוניות לוחצת את בן זוגה אליה.;0-0 1-1 1-2 1-3 2-4 3-6 4-7 5-8 6-9 6-10;0-0 1-1 1-2 1-7 2-3 3-4 4-5 5-6 6-7;0-0 1-1 2-2 3-3 3-4 4-5 5-6 5-7 6-8;0-1 1-2 1-3 2-0 3-3 4-5 5-4 6-5;0-0 1-0 2-1 3-4 4-5 5-2 6-3 6-5;0-0 1-0 2-1 3-2 4-3 5-4 6-5;0-0 1-0 1-1 2-2 3-3 4-4 6-6;[0, 1];La pintora de coches;La peintre automobile elle.;La carrozziere;دهانة السيارات شريكها;Автомаляр;Автомалярина;הצובעת מכוניות;FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;41;Autolackiererin;222;FEMININE;1;;Fachkraefte;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Die Autolackiererin presst ihre Partnerin an sich.;La pintora de autos abraza a su pareja.;La peintre automobile serre sa partenaire contre elle.;La verniciatrice di automobili stringe la sua compagna a sé.;تحتضن رسامة السيارات شريكتها بشدّة.;Автомаляр прижимает к себе свою партнершу.;Автомалярка притискає до себе свою партнерку.;צובעת המכוניות מחבקת את בת זוגה חזק אליה.;0-0 1-1 1-3 2-4 3-6 4-5 4-7 6-7;0-0 1-2 2-3 3-4 4-5 5-6 6-7;0-0 1-1 1-3 2-4 3-5 3-6 4-7 5-8 6-9;0-1 1-1 1-2 2-0 4-3 5-4 6-4;0-0 1-0 2-1 3-4 4-5 5-2 6-3 6-5;0-0 1-0 2-1 3-4 4-5 5-2 6-3 6-5;0-0 1-0 1-1 2-2 3-3 4-4 4-5 6-7;[0, 1];La pintora autos;La automobile;La verniciatrice automobili;رسامة السيارات;Автомаляр;Автомалярка;צובעת המכוניות;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;46;Autolackierer;222;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Luca;MASCULINE;Luca arbeitet als Autolackierer.;Luca trabaja como pintor de autos.;Luca travaille comme peintre automobile.;Luca lavora come verniciatore di auto.;يعمل لوكا كدهان سيارات.;Лука работает авто маляром.;Лука працює автомаляром.;לוקה עובד כצבעי רכב.;0-0 1-1 2-2 3-3 3-4 3-5;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3 3-5;0-1 1-0 2-2 3-2 3-3;0-0 1-1 2-3 3-2 3-3;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2 3-3;[2, 3];como pintor de autos.;comme peintre automobile.;come verniciatore auto.;كدهان سيارات.;авто маляром.;автомаляром.;כצבעי רכב.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;46;Autolackierer;222;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis arbeitet als Autolackierer.;Alexis trabaja como pintor de coches.;Alexis travaille comme peintre automobile.;Alexis lavora come verniciatore di automobili.;أليكس يعمل كدهان سيارات.;Алексис работает автомаляром.;Алексіс працює автомобільним маляром.;אלכסיס עובד כצבעי רכב.;0-0 1-1 2-2 3-3 3-4 3-5;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como pintor de coches.;comme peintre automobile.;come verniciatore automobili.;كدهان سيارات.;автомаляром.;автомобільним маляром.;כצבעי רכב.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;46;Autolackiererin;222;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Alexis;n;Alexis arbeitet als Autolackiererin.;Alexis trabaja como pintora de coches.;Alexis travaille comme peintre automobile.;Alexis lavora come verniciatrice di auto.;أليكسيس تعمل كفنية طلاء سيارات.;Алексис работает автомаляром.;Алексіс працює автомаляркою.;אלכנסיס עובדת כצבעית רכב.;0-0 1-1 2-2 3-3 3-4 3-5;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-2 3-4;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2 3-3;[2, 3];como pintora de coches.;comme peintre automobile.;come verniciatrice auto.;كفنية سيارات.;автомаляром.;автомаляркою.;כצבעית רכב.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;46;Autolackiererin;222;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia arbeitet als Autolackiererin.;Emilia trabaja como pintora de automóviles.;Emilia travaille comme peintre automobile.;Emilia lavora come verniciatrice di automobili.;إميليا تعمل كدهانة سيارات.;Эмилия работает автоэмалировщицей.;Емілія працює автомаляркою.;אמיליה עובדת כצבעית רכב.;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2 3-3;[2, 3];como pintora automóviles.;comme peintre automobile.;come verniciatrice automobili.;كدهانة سيارات.;автоэмалировщицей.;автомаляркою.;כצבעית רכב.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Schreiner;223;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Schreiner küsst seinen Liebhaber.;El carpintero besa a su amante.;Le menuisier embrasse son amant.;Il falegname bacia il suo amante.;النجار يقبّل حبيبه.;Плотник целует своего возлюбленного.;Тесля цілує свого коханця.;הנגרים מנשק את אהובו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-3 2-1 3-2 4-3;[0, 1];El carpintero;Le menuisier;Il falegname;النجار;Плотник;Тесля;הנגרים אהובו.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
5;38;Schreiner;223;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Schreiner küsst seine Liebhaberin.;El carpintero besa a su amante.;Le menuisier embrasse sa maîtresse.;Il falegname bacia la sua amante.;النجار يقبل حبيبته.;Плотник целует свою любовницу.;Столяр цілує свою коханку.;הנגר מנשק את אהובתו.;0-0 1-1 2-2 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-0 2-1 3-2 4-2;1-0 2-1 3-2 4-3;1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El carpintero;Le menuisier;Il falegname;النجار;Плотник;Столяр;הנגר;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Schreinerin;223;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Schreinerin küsst ihren Liebhaber.;La carpintera besa a su amante.;La menuisière embrasse son amoureux.;La falegname bacia il suo amante.;تقبّل النجّارة حبيبها.;Плотница целует своего возлюбленного.;Теслярка цілує свого коханого.;הנגרית מנשקת את אהובה.;0-0 1-1 2-2 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-1 1-2 2-0 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-3 2-1 3-2 4-3;[0, 1];La carpintera;La menuisière;La falegname;النجّارة حبيبها.;Плотница;Теслярка;הנגרית אהובה.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Schreinerin;223;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Schreinerin küsst ihre Liebhaberin.;La carpintera besa a su amante.;La menuisière embrasse sa bien-aimée.;La falegname bacia la sua amante.;تقبّل النجارّة حبيبتها.;Плотница целует свою возлюбленную.;Теслярка цілує свою кохану.;הנגרית מנשקת את אהובתה.;0-0 1-1 2-2 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-1 1-0 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La carpintera;La menuisière;La falegname;تقبّل النجارّة;Плотница;Теслярка;הנגרית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Schreiner;223;MASCULINE;2;;Fachkraefte;none;none;none;none;none;none;none;none;Matteo;MASCULINE;Matteo ist Schreiner.;Matteo es carpintero.;Matteo est menuisier.;Matteo è falegname.;ماتيو نجار.;Маттео - столяр.;Маттео - тесляр.;מתאו הוא נגר.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-0 2-1;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es carpintero.;est menuisier.;è falegname.;ماتيو نجار.;- столяр.;- тесляр.;הוא נגר.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Schreiner;223;MASCULINE;2;;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha ist Schreiner.;Sascha es carpintero.;Sascha est menuisier.;Sascha è falegname.;ساشا نجار.;Саша — столяр.;Саша — тесляр.;סשה הוא נגר.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;0-0 2-1;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es carpintero.;est menuisier.;è falegname.;نجار.;— столяр.;— тесляр.;הוא נגר.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Schreinerin;223;FEMININE;2;;Fachkraefte;none;none;none;none;none;none;none;none;Sascha;n;Sascha ist Schreinerin.;Sascha es carpintera.;Sascha est menuisière.;Sascha è falegname.;ساشا نجّارة.;Саша - плотница.;Саша - столярка.;סשה היא נגרת.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-0 2-1;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es carpintera.;est menuisière.;è falegname.;ساشا نجّارة.;- плотница.;- столярка.;היא נגרת.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
