sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text
4;36;Schornsteinfegerin;422;FEMININE;2;0.1547958214624881;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Schornsteinfegerin setzt Prioritäten für ihre Arbeit.
1;36;Schornsteinfeger;422;MASCULINE;1;0.8452041785375118;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Schornsteinfeger setzt Prioritäten für die Arbeit.
1;36;Schornsteinfegerin;422;FEMININE;1;0.1547958214624881;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Schornsteinfegerin setzt Prioritäten für die Arbeit.
3;36;Schornsteinfeger;422;MASCULINE;2;0.8452041785375118;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Schornsteinfeger setzt Prioritäten für die Arbeit.
3;36;Schornsteinfegerin;422;FEMININE;2;0.1547958214624881;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Schornsteinfegerin setzt Prioritäten für die Arbeit.
2;1;Umweltbeauftragter;423;MASCULINE;1;0.5515267175572519;Experten;none;none;none;none;none;none;none;none;none;none;Der Umweltbeauftragter liebt seine Arbeit.
2;1;Umweltbeauftragte;423;FEMININE;1;0.4484732824427481;Experten;none;none;none;none;none;none;none;none;none;none;Die Umweltbeauftragte liebt ihre Arbeit.
4;1;Umweltbeauftragter;423;MASCULINE;2;0.5515267175572519;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Umweltbeauftragter liebt seine Arbeit.
4;1;Umweltbeauftragte;423;FEMININE;2;0.4484732824427481;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Umweltbeauftragte liebt ihre Arbeit.
1;1;Umweltbeauftragter;423;MASCULINE;1;0.5515267175572519;Experten;none;none;none;none;none;none;none;none;none;none;Der Umweltbeauftragter geht gerne zur Arbeit.
1;1;Umweltbeauftragte;423;FEMININE;1;0.4484732824427481;Experten;none;none;none;none;none;none;none;none;none;none;Die Umweltbeauftragte geht gerne zur Arbeit.
3;1;Umweltbeauftragter;423;MASCULINE;2;0.5515267175572519;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Umweltbeauftragter geht gerne zur Arbeit.
3;1;Umweltbeauftragte;423;FEMININE;2;0.4484732824427481;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Umweltbeauftragte geht gerne zur Arbeit.
2;37;Umweltbeauftragter;423;MASCULINE;1;0.5515267175572519;Experten;none;none;none;none;none;none;none;none;none;none;Der Umweltbeauftragter bittet um Unterstützung bei seinen Aufgaben.
2;37;Umweltbeauftragte;423;FEMININE;1;0.4484732824427481;Experten;none;none;none;none;none;none;none;none;none;none;Die Umweltbeauftragte bittet um Unterstützung bei ihren Aufgaben.
4;37;Umweltbeauftragter;423;MASCULINE;2;0.5515267175572519;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Umweltbeauftragter bittet um Unterstützung bei seinen Aufgaben.
4;37;Umweltbeauftragte;423;FEMININE;2;0.4484732824427481;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Umweltbeauftragte bittet um Unterstützung bei ihren Aufgaben.
1;37;Umweltbeauftragter;423;MASCULINE;1;0.5515267175572519;Experten;none;none;none;none;none;none;none;none;none;none;Der Umweltbeauftragter bittet um Unterstützung bei Aufgaben.
1;37;Umweltbeauftragte;423;FEMININE;1;0.4484732824427481;Experten;none;none;none;none;none;none;none;none;none;none;Die Umweltbeauftragte bittet um Unterstützung bei Aufgaben.
3;37;Umweltbeauftragter;423;MASCULINE;2;0.5515267175572519;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Umweltbeauftragter bittet um Unterstützung bei Aufgaben.
3;37;Umweltbeauftragte;423;FEMININE;2;0.4484732824427481;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Umweltbeauftragte bittet um Unterstützung bei Aufgaben.
2;2;Informatiker;431;MASCULINE;1;0.7758117830060276;Experten;none;none;none;none;none;none;none;none;none;none;Der Informatiker arbeitet gern in seinem Team.
2;2;Informatikerin;431;FEMININE;1;0.2241882169939724;Experten;none;none;none;none;none;none;none;none;none;none;Die Informatikerin arbeitet gern in ihrem Team.
4;2;Informatiker;431;MASCULINE;2;0.7758117830060276;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Informatiker arbeitet gern in seinem Team.
4;2;Informatikerin;431;FEMININE;2;0.2241882169939724;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Informatikerin arbeitet gern in ihrem Team.
1;2;Informatiker;431;MASCULINE;1;0.7758117830060276;Experten;none;none;none;none;none;none;none;none;none;none;Der Informatiker arbeitet gern im Team.
1;2;Informatikerin;431;FEMININE;1;0.2241882169939724;Experten;none;none;none;none;none;none;none;none;none;none;Die Informatikerin arbeitet gern im Team.
3;2;Informatiker;431;MASCULINE;2;0.7758117830060276;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Informatiker arbeitet gern im Team.
3;2;Informatikerin;431;FEMININE;2;0.2241882169939724;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Informatikerin arbeitet gern im Team.
2;3;Informatiker;431;MASCULINE;1;0.7758117830060276;Experten;none;none;none;none;none;none;none;none;none;none;Der Informatiker freut sich über seine Gehaltserhöhung.
2;3;Informatikerin;431;FEMININE;1;0.2241882169939724;Experten;none;none;none;none;none;none;none;none;none;none;Die Informatikerin freut sich über ihre Gehaltserhöhung.
4;3;Informatiker;431;MASCULINE;2;0.7758117830060276;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Informatiker freut sich über seine Gehaltserhöhung.
4;3;Informatikerin;431;FEMININE;2;0.2241882169939724;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Informatikerin freut sich über ihre Gehaltserhöhung.
1;3;Informatiker;431;MASCULINE;1;0.7758117830060276;Experten;none;none;none;none;none;none;none;none;none;none;Der Informatiker freut sich über eine Gehaltserhöhung.
1;3;Informatikerin;431;FEMININE;1;0.2241882169939724;Experten;none;none;none;none;none;none;none;none;none;none;Die Informatikerin freut sich über eine Gehaltserhöhung.
3;3;Informatiker;431;MASCULINE;2;0.7758117830060276;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Informatiker freut sich über eine Gehaltserhöhung.
3;3;Informatikerin;431;FEMININE;2;0.2241882169939724;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Informatikerin freut sich über eine Gehaltserhöhung.
2;4;Webentwickler;431;MASCULINE;1;0.7675415573053368;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Webentwickler ist stolz auf sich und seine Leistung.
2;4;Webentwicklerin;431;FEMININE;1;0.2324584426946631;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Webentwicklerin ist stolz auf sich und ihre Leistung.
4;4;Webentwickler;431;MASCULINE;2;0.7675415573053368;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Webentwickler ist stolz auf sich und seine Leistung.
4;4;Webentwicklerin;431;FEMININE;2;0.2324584426946631;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Webentwicklerin ist stolz auf sich und ihre Leistung.
1;4;Webentwickler;431;MASCULINE;1;0.7675415573053368;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Webentwickler ist stolz auf sich und die erbrachte Leistung.
1;4;Webentwicklerin;431;FEMININE;1;0.2324584426946631;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Webentwicklerin ist stolz auf sich und die erbrachte Leistung.
3;4;Webentwickler;431;MASCULINE;2;0.7675415573053368;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Webentwickler ist stolz auf sich und die erbrachte Leistung.
3;4;Webentwicklerin;431;FEMININE;2;0.2324584426946631;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Webentwicklerin ist stolz auf sich und die erbrachte Leistung.
2;5;Webentwickler;431;MASCULINE;1;0.7675415573053368;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Webentwickler ärgert sich darüber, dass er einen Fehler gemacht hat.
2;5;Webentwicklerin;431;FEMININE;1;0.2324584426946631;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Webentwicklerin ärgert sich darüber, dass sie einen Fehler gemacht hat.
4;5;Webentwickler;431;MASCULINE;2;0.7675415573053368;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Webentwickler ärgert sich darüber, dass er einen Fehler gemacht hat.
4;5;Webentwicklerin;431;FEMININE;2;0.2324584426946631;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Webentwicklerin ärgert sich darüber, dass sie einen Fehler gemacht hat.
1;5;Webentwickler;431;MASCULINE;1;0.7675415573053368;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Webentwickler ärgert sich über einen gemachten Fehler.
1;5;Webentwicklerin;431;FEMININE;1;0.2324584426946631;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Webentwicklerin ärgert sich über einen gemachten Fehler.
3;5;Webentwickler;431;MASCULINE;2;0.7675415573053368;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Webentwickler ärgert sich über einen gemachten Fehler.
3;5;Webentwicklerin;431;FEMININE;2;0.2324584426946631;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Webentwicklerin ärgert sich über einen gemachten Fehler.
2;6;Systemanalytiker;432;MASCULINE;1;0.7617730356319568;Experten;none;none;none;none;none;none;none;none;none;none;Der Systemanalytiker gesteht sich ein, dass er noch unentschlossen ist.
2;6;Systemanalytikerin;432;FEMININE;1;0.2382269643680432;Experten;none;none;none;none;none;none;none;none;none;none;Die Systemanalytikerin gesteht sich ein, dass sie noch unentschlossen ist.
4;6;Systemanalytiker;432;MASCULINE;2;0.7617730356319568;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemanalytiker gesteht sich ein, dass er noch unentschlossen ist.
4;6;Systemanalytikerin;432;FEMININE;2;0.2382269643680432;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemanalytikerin gesteht sich ein, dass sie noch unentschlossen ist.
1;6;Systemanalytiker;432;MASCULINE;1;0.7617730356319568;Experten;none;none;none;none;none;none;none;none;none;none;Der Systemanalytiker ist noch unentschlossen.
1;6;Systemanalytikerin;432;FEMININE;1;0.2382269643680432;Experten;none;none;none;none;none;none;none;none;none;none;Die Systemanalytikerin ist noch unentschlossen.
3;6;Systemanalytiker;432;MASCULINE;2;0.7617730356319568;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemanalytiker ist noch unentschlossen.
3;6;Systemanalytikerin;432;FEMININE;2;0.2382269643680432;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemanalytikerin ist noch unentschlossen.
2;7;Systemanalytiker;432;MASCULINE;1;0.7617730356319568;Experten;none;none;none;none;none;none;none;none;none;none;Der Systemanalytiker bittet jemanden ihm zu helfen.
2;7;Systemanalytikerin;432;FEMININE;1;0.2382269643680432;Experten;none;none;none;none;none;none;none;none;none;none;Die Systemanalytikerin bittet jemanden ihr zu helfen.
4;7;Systemanalytiker;432;MASCULINE;2;0.7617730356319568;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemanalytiker bittet jemanden ihm zu helfen.
4;7;Systemanalytikerin;432;FEMININE;2;0.2382269643680432;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemanalytikerin bittet jemanden ihr zu helfen.
1;7;Systemanalytiker;432;MASCULINE;1;0.7617730356319568;Experten;none;none;none;none;none;none;none;none;none;none;Der Systemanalytiker bittet jemanden um Hilfe.
1;7;Systemanalytikerin;432;FEMININE;1;0.2382269643680432;Experten;none;none;none;none;none;none;none;none;none;none;Die Systemanalytikerin bittet jemanden um Hilfe.
3;7;Systemanalytiker;432;MASCULINE;2;0.7617730356319568;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemanalytiker bittet jemanden um Hilfe.
3;7;Systemanalytikerin;432;FEMININE;2;0.2382269643680432;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemanalytikerin bittet jemanden um Hilfe.
2;8;IT-Berater;432;MASCULINE;1;0.7477488293912835;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der IT-Berater informiert das Team, dass er mehr Zeit benötigt.
2;8;IT-Beraterin;432;FEMININE;1;0.2522511706087165;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die IT-Beraterin informiert das Team, dass sie mehr Zeit benötigt.
2;8;IT-Beratungs;432;DIVERSE;1;;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die IT-Beratungs informiert das Team, dass dey mehr Zeit benötigt.
4;8;IT-Berater;432;MASCULINE;2;0.7477488293912835;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans IT-Berater informiert das Team, dass er mehr Zeit benötigt.
4;8;IT-Beraterin;432;FEMININE;2;0.2522511706087165;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans IT-Beraterin informiert das Team, dass sie mehr Zeit benötigt.
1;8;IT-Berater;432;MASCULINE;1;0.7477488293912835;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der IT-Berater braucht mehr Zeit und teilt es dem Team mit.
1;8;IT-Beraterin;432;FEMININE;1;0.2522511706087165;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die IT-Beraterin braucht mehr Zeit und teilt es dem Team mit.
1;8;IT-Beratungs;432;DIVERSE;1;;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die IT-Beratungs braucht mehr Zeit und teilt es dem Team mit.
3;8;IT-Berater;432;MASCULINE;2;0.7477488293912835;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans IT-Berater braucht mehr Zeit und teilt es dem Team mit.
3;8;IT-Beraterin;432;FEMININE;2;0.2522511706087165;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans IT-Beraterin braucht mehr Zeit und teilt es dem Team mit.
2;9;IT-Berater;432;MASCULINE;1;0.7477488293912835;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der IT-Berater betont, dass seine Entscheidung final ist.
2;9;IT-Beraterin;432;FEMININE;1;0.2522511706087165;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die IT-Beraterin betont, dass ihre Entscheidung final ist.
2;9;IT-Beratungs;432;DIVERSE;1;;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die IT-Beratungs betont, dass deren Entscheidung final ist.
4;9;IT-Berater;432;MASCULINE;2;0.7477488293912835;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans IT-Berater betont, dass seine Entscheidung final ist.
4;9;IT-Beraterin;432;FEMININE;2;0.2522511706087165;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans IT-Beraterin betont, dass ihre Entscheidung final ist.
1;9;IT-Berater;432;MASCULINE;9;0.7477488293912835;Spezialisten;none;none;none;none;none;none;none;none;none;none;Es wird betont, dass die Entscheidung von dem IT-Berater final ist.
1;9;IT-Beraterin;432;FEMININE;9;0.2522511706087165;Spezialisten;none;none;none;none;none;none;none;none;none;none;Es wird betont, dass die Entscheidung von der IT-Beraterin final ist.
1;9;IT-Beratungs;432;DIVERSE;9;;Spezialisten;none;none;none;none;none;none;none;none;none;none;Es wird betont, dass die Entscheidung von der IT-Beratungs final ist.
3;9;IT-Berater;432;MASCULINE;10;0.7477488293912835;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Es wird betont, dass die Entscheidung von dem trans IT-Berater final ist.
3;9;IT-Beraterin;432;FEMININE;10;0.2522511706087165;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Es wird betont, dass die Entscheidung von der trans IT-Beraterin final ist.
2;10;Softwaretester;433;MASCULINE;1;0.8238750428438525;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Softwaretester merkt, dass er überfordert ist.
2;10;Softwaretesterin;433;FEMININE;1;0.1761249571561474;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Softwaretesterin merkt, dass sie überfordert ist.
4;10;Softwaretester;433;MASCULINE;2;0.8238750428438525;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwaretester merkt, dass er überfordert ist.
4;10;Softwaretesterin;433;FEMININE;2;0.1761249571561474;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwaretesterin merkt, dass sie überfordert ist.
1;10;Softwaretester;433;MASCULINE;1;0.8238750428438525;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Softwaretester ist überfordert.
1;10;Softwaretesterin;433;FEMININE;1;0.1761249571561474;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Softwaretesterin ist überfordert.
3;10;Softwaretester;433;MASCULINE;2;0.8238750428438525;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwaretester ist überfordert.
3;10;Softwaretesterin;433;FEMININE;2;0.1761249571561474;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwaretesterin ist überfordert.
2;11;Softwaretester;433;MASCULINE;1;0.8238750428438525;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Softwaretester hat schlechte Laune, weil er gestresst ist.
2;11;Softwaretesterin;433;FEMININE;1;0.1761249571561474;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Softwaretesterin hat schlechte Laune, weil sie gestresst ist.
4;11;Softwaretester;433;MASCULINE;2;0.8238750428438525;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwaretester hat schlechte Laune, weil er gestresst ist.
4;11;Softwaretesterin;433;FEMININE;2;0.1761249571561474;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwaretesterin hat schlechte Laune, weil sie gestresst ist.
1;11;Softwaretester;433;MASCULINE;1;0.8238750428438525;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Softwaretester hat schlechte Laune wegen des Stresses.
1;11;Softwaretesterin;433;FEMININE;1;0.1761249571561474;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Softwaretesterin hat schlechte Laune wegen des Stresses.
3;11;Softwaretester;433;MASCULINE;2;0.8238750428438525;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwaretester hat schlechte Laune wegen des Stresses.
3;11;Softwaretesterin;433;FEMININE;2;0.1761249571561474;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwaretesterin hat schlechte Laune wegen des Stresses.
2;12;Softwareentwickler;434;MASCULINE;1;0.8634078330305462;Experten;none;none;none;none;none;none;none;none;none;none;Der Softwareentwickler isst Abendbrot, weil er Hunger hat.
2;12;Softwareentwicklerin;434;FEMININE;1;0.1365921669694537;Experten;none;none;none;none;none;none;none;none;none;none;Die Softwareentwicklerin isst Abendbrot, weil sie Hunger hat.
4;12;Softwareentwickler;434;MASCULINE;2;0.8634078330305462;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwareentwickler isst Abendbrot, weil er Hunger hat.
4;12;Softwareentwicklerin;434;FEMININE;2;0.1365921669694537;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwareentwicklerin isst Abendbrot, weil sie Hunger hat.
1;12;Softwareentwickler;434;MASCULINE;1;0.8634078330305462;Experten;none;none;none;none;none;none;none;none;none;none;Der Softwareentwickler isst Abendbrot um den Hunger zu stillen.
1;12;Softwareentwicklerin;434;FEMININE;1;0.1365921669694537;Experten;none;none;none;none;none;none;none;none;none;none;Die Softwareentwicklerin isst Abendbrot um den Hunger zu stillen.
3;12;Softwareentwickler;434;MASCULINE;2;0.8634078330305462;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwareentwickler isst Abendbrot um den Hunger zu stillen.
3;12;Softwareentwicklerin;434;FEMININE;2;0.1365921669694537;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwareentwicklerin isst Abendbrot um den Hunger zu stillen.
2;13;Softwareentwickler;434;MASCULINE;1;0.8634078330305462;Experten;none;none;none;none;none;none;none;none;none;none;Der Softwareentwickler hört Musik, wenn er sich entspannen möchte.
2;13;Softwareentwicklerin;434;FEMININE;1;0.1365921669694537;Experten;none;none;none;none;none;none;none;none;none;none;Die Softwareentwicklerin hört Musik, wenn sie sich entspannen möchte.
4;13;Softwareentwickler;434;MASCULINE;2;0.8634078330305462;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwareentwickler hört Musik, wenn er sich entspannen möchte.
4;13;Softwareentwicklerin;434;FEMININE;2;0.1365921669694537;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwareentwicklerin hört Musik, wenn sie sich entspannen möchte.
1;13;Softwareentwickler;434;MASCULINE;1;0.8634078330305462;Experten;none;none;none;none;none;none;none;none;none;none;Der Softwareentwickler hört gern Musik zum Entspannen.
1;13;Softwareentwicklerin;434;FEMININE;1;0.1365921669694537;Experten;none;none;none;none;none;none;none;none;none;none;Die Softwareentwicklerin hört gern Musik zum Entspannen.
3;13;Softwareentwickler;434;MASCULINE;2;0.8634078330305462;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Softwareentwickler hört gern Musik zum Entspannen.
3;13;Softwareentwicklerin;434;FEMININE;2;0.1365921669694537;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Softwareentwicklerin hört gern Musik zum Entspannen.
2;14;Systemprogrammierer;434;MASCULINE;1;0.836179295624333;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Systemprogrammierer liest gern sein Lieblingsbuch.
2;14;Systemprogrammiererin;434;FEMININE;1;0.163820704375667;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Systemprogrammiererin liest gern ihr Lieblingsbuch.
4;14;Systemprogrammierer;434;MASCULINE;2;0.836179295624333;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemprogrammierer liest gern sein Lieblingsbuch.
4;14;Systemprogrammiererin;434;FEMININE;2;0.163820704375667;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemprogrammiererin liest gern ihr Lieblingsbuch.
1;14;Systemprogrammierer;434;MASCULINE;1;0.836179295624333;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Systemprogrammierer liest gerne verschiedene Bücher.
1;14;Systemprogrammiererin;434;FEMININE;1;0.163820704375667;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Systemprogrammiererin liest gerne verschiedene Bücher.
3;14;Systemprogrammierer;434;MASCULINE;2;0.836179295624333;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemprogrammierer liest gerne verschiedene Bücher.
3;14;Systemprogrammiererin;434;FEMININE;2;0.163820704375667;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemprogrammiererin liest gerne verschiedene Bücher.
2;15;Systemprogrammierer;434;MASCULINE;1;0.836179295624333;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Systemprogrammierer geht gerne mit seinem Hund spazieren.
2;15;Systemprogrammiererin;434;FEMININE;1;0.163820704375667;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Systemprogrammiererin geht gerne mit ihrem Hund spazieren.
4;15;Systemprogrammierer;434;MASCULINE;2;0.836179295624333;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemprogrammierer geht gerne mit seinem Hund spazieren.
4;15;Systemprogrammiererin;434;FEMININE;2;0.163820704375667;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemprogrammiererin geht gerne mit ihrem Hund spazieren.
1;15;Systemprogrammierer;434;MASCULINE;1;0.836179295624333;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Systemprogrammierer geht gerne mit dem Hund spazieren.
1;15;Systemprogrammiererin;434;FEMININE;1;0.163820704375667;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Systemprogrammiererin geht gerne mit dem Hund spazieren.
3;15;Systemprogrammierer;434;MASCULINE;2;0.836179295624333;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Systemprogrammierer geht gerne mit dem Hund spazieren.
3;15;Systemprogrammiererin;434;FEMININE;2;0.163820704375667;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Systemprogrammiererin geht gerne mit dem Hund spazieren.
2;16;Matrose;511;MASCULINE;1;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Matrose reflektiert wöchentlich seine Leistung.
2;16;Matrosin;511;FEMININE;1;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Matrosin reflektiert wöchentlich ihre Leistung.
4;16;Matrose;511;MASCULINE;2;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Matrose reflektiert wöchentlich seine Leistung.
4;16;Matrosin;511;FEMININE;2;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Matrosin reflektiert wöchentlich ihre Leistung.
1;16;Matrose;511;MASCULINE;1;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Matrose reflektiert wöchentlich über die eigene Leistung.
1;16;Matrosin;511;FEMININE;1;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Matrosin reflektiert wöchentlich über die eigene Leistung.
3;16;Matrose;511;MASCULINE;2;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Matrose reflektiert wöchentlich über die eigene Leistung.
3;16;Matrosin;511;FEMININE;2;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Matrosin reflektiert wöchentlich über die eigene Leistung.
2;17;Matrose;511;MASCULINE;1;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Matrose berichtet über seine Fortschritte.
2;17;Matrosin;511;FEMININE;1;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Matrosin berichtet über ihre Fortschritte.
4;17;Matrose;511;MASCULINE;2;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Matrose berichtet über seine Fortschritte.
4;17;Matrosin;511;FEMININE;2;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Matrosin berichtet über ihre Fortschritte.
1;17;Matrose;511;MASCULINE;1;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Matrose berichtet über Fortschritte.
1;17;Matrosin;511;FEMININE;1;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Matrosin berichtet über Fortschritte.
3;17;Matrose;511;MASCULINE;2;0.9168474331164136;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Matrose berichtet über Fortschritte.
3;17;Matrosin;511;FEMININE;2;0.0831525668835864;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Matrosin berichtet über Fortschritte.
2;18;Hafenaufseher;512;MASCULINE;1;0.9269406392694064;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Hafenaufseher genießt seinen Kaffee am Morgen .
2;18;Hafenaufseherin;512;FEMININE;1;0.0730593607305936;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Hafenaufseherin genießt ihren Kaffee am Morgen .
2;18;Hafenaufsicht;512;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Hafenaufsicht genießt deren Kaffee am Morgen .
4;18;Hafenaufseher;512;MASCULINE;2;0.9269406392694064;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Hafenaufseher genießt seinen Kaffee am Morgen .
4;18;Hafenaufseherin;512;FEMININE;2;0.0730593607305936;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Hafenaufseherin genießt ihren Kaffee am Morgen .
1;18;Hafenaufseher;512;MASCULINE;1;0.9269406392694064;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Hafenaufseher genießt Kaffee am Morgen.
